Query_Doc@Source_Doc,Query_Sentence,Source_Sentence,Cosine_Similarity_Score
ZVCHAIN.docx@PACcoin.docx,"privacy-preserving computing and security framework

data privacy and regulation
the key features of the blockchain technology include decentralization and credibility, both of which enables reliable p2p value transfer amongst unknown nodes without relying on a trusted third-party authority.",this feature has to be deployed in a fashion that will both improve privacy and fungibility in such a way that the blockchain doesn’t hurt the credibility of the original blockchain.,0.811951935
QunQun.docx@Egretia.docx,"all contributions will be applied towards the foundation's objects, including without limitation promoting the research, design and development of, and advocacy for the application of blockchain technology to social applications through the development of an open and dependable social application platform, continuous improvements to blockchain technology, and the building of the largest and most active community platform in the blockchain digital world.","all contributions will be applied towards the advancing, promoting the research, design and development of, and advocacy for the world's first html5 blockchain engine and platform, combining blockchain technology with proven tools, communities and content of partners.",0.811905622
SwftCoin.docx@MyBit.docx,smart contracts aim to provide security that is superior to traditional contract law and to reduce other transaction costs associated with contracting.,"smart contracts are computer code that executes actual as programmed, so we are able to digitalise processes from current ﬁnancial models and eliminate many ineﬃciencies and human interactions.",0.811903477
AcuteAngleCould.docx@Envion.docx,"you are cautioned not to place undue reliance on these forward-looking statements given that these statements involve known and unknown risks, uncertainties and other factors that may cause the actual future results to be materially different from that described by such forward-looking statements.","such forward-looking statements or information concern known and unknown risks and uncertainties, which may cause actual events or results to differ materially from the estimates or the results implied or expressed in such forward-looking statements.",0.811899602
MedicCoin.docx@Nework.docx,"in addition, transaction data must be consistent between parties in order to be added to the blockchain in the ﬁrst place.","as to facilitate participation in the transaction, the transaction data will be recorded in the blockchain to ensure the truth can not be tampered with.",0.811864376
Sport_and_Leisure.docx@AllSports.docx,"it is impossible to predict how, when or whether regulatory agencies may apply existing regulations or create new regulations with respect to such technology and its applications, including snl and/or the all snl token platform.","it is impossible to predict how, when or whether regulatory agencies may apply existing regulations or create new regulations with respect to such technology and its applications, including soc and/or the all sports platform.",0.811824977
Unibright.docx@Entercoin.docx,smart contracts reside inside a blockchain and enable trusted transactions and agreements to be carried out among anonymous parties without the need for a central authority or enforcement mechanism.,"through the application of blockchain technology, we will be able to execute smart contracts to settle and record transactions securely.",0.811687469
Unibright.docx@Entercoin.docx,smart contracts reside inside a blockchain and enable trusted transactions and agreements to be carried out among anonymous parties without the need for a central authority or enforcement mechanism.,"through the application of blockchain technology, we will be able to execute smart contracts to settle and record transactions securely.",0.811687469
SwissBorg.docx@SunContract.docx,"the aim with smart contracts is to provide superiority to traditional contract law, offer more transparency and reduce other transaction costs associated with contracting.","smart contracts are blockchain-based programs that aim to provide trust and security superior to traditional contract law and to reduce other transaction costs associated with contracting while also saving a lot of time, since they are executed as soon as agreed by all participants .",0.811666667
Loki.docx@Zcash.docx,"mining reward:
as well as collecting transactions fees, 45% of the block reward is awarded to the miner that constructs the block.","to incentivize block creation, miners receive a protocol-specified reward (currently 25 btc) for adding a new block and, moreover, receive per-transaction fees (whose value is specified by the transaction’s creator).",0.811660051
HighPerformanceBlockchain.docx@IoTeX.docx,"ethereum virtual machine (evm)
evm has been the most popular solution for existing smart contracts, and can also be used on hpb.",ethereum enhances this feature to achieve the turing-complete smart contract which is written in high-level programming language and executed in a small virtual machine known as evm.,0.81164223
Sport_and_Leisure.docx@AllSports.docx,"the all snl token platform aims to use blockchain technology to provide open platform services for decentralized sports ecosystem chain, giving all business participants transparent application development services and business realizations through operation of blockchain ecosystem chain and tokenization of assets in order to achieve business goals.","the all sports platform aims to use blockchain technology to provide open platform services for decentralised sports ecosystem chain, giving all business participants transparent application development services and business realisations through operation of blockchain ecosystem chain and tokenisation of assets in order to achieve business goals.",0.811597049
ColossusXT.docx@Diamond.docx,"as the barrier to entry for colx masternodes will increase over time, due to likely price appreciation, one of our main goals is to deliver a shared masternodes technology which permits smaller investors to pool their coins in a trustless and secure way, and collectively reap the benefits of providing network services.","as the entry level of hardware/resource specification of setting up a diamond masternode will increase over time, one of our main goals is to deliver shared masternodes technology where more smaller investors could pool their coins (in a trustless and secure way) and reap benefits of providing network services.",0.811588943
QunQun.docx@Silverway.docx,"you are cautioned not to place undue reliance on these forward-

looking statements given that these statements involve known and unknown risks, uncertainties and other factors that may cause the actual future results to be materially different from that described by such forward-looking statements.",such forward-looking statementsor information involve known and unknown risks and uncertaintieswhich may cause actual events or results todiffer materially from the estimates or the results implied or expressed in such forward-looking statements or information.,0.811576545
0x.docx@Refereum.docx,"appendix
erc20 token
establishes a standard contract abi for tokens on the ethereum blockchain and has become the de facto representation for all types of digital assets.","an ethereum (erc20) token is programmed with the information of a contract between two parties, the wallets of potential recipients, and a way of determining the outcome objectively.",0.811576307
Unibright.docx@FunctionX.docx,the blockchain is both acting as data keeper and as a state machine representing the current state of a production process.,"the blockchain is the building block of our distributed ledger that stores and verifies transactions including financials, payments, communications (phone calls, file transfers, storage), services (dapps) and more.",0.811401904
SwftCoin.docx@RealTract.docx,smart contracts aim to provide security that is superior to traditional contract law and to reduce other transaction costs associated with contracting.,smart contract could guarantee the transparency and justice of a contract between parties; also many people believe that it could transform certain industries in the near future.,0.811381638
AcuteAngleCould.docx@AllSports.docx,"nothing contained in this whitepaper is or may be relied upon as a promise, representation or undertaking as to the future performance of acute angle platform.","nothing contained in this whitepaper is or may be relied upon as a promise, representation or undertaking as to the future performance of the all sports platform.",0.811325908
PoseidonNetwork.docx@LINA.docx,"blockchain technology has been used to track the source of materials, prove authenticity and source, reduce cases of product recalls, and speed up the flow of goods to maintain a transparent and verifiable information history related to the movement of products in their supply chains.","blockchain technology provides the basis for a dynamically shared ledger that can be applied to save time when recording transactions between parties, remove costs associated with intermediaries and reduce risks of fraud and tampering.",0.811303258
AllSports.docx@Bodhi.docx,"this whitepaper does not constitute any offer by the foundation or the all sports team to sell any soc (as defined herein) nor shall it or any part of it nor the fact of its presentation form the basis of, or be relied upon in connection with, any contract or investment decision.","this whitepaper does not constitute any offer by the foundation or the bodhi team to sell any bot (as defined herein) nor shall it or any part of it nor the fact of its presentation form the basis of, or be relied upon in connection with, any contract or investment decision.",0.811289728
SwftCoin.docx@Entercoin.docx,smart contracts aim to provide security that is superior to traditional contract law and to reduce other transaction costs associated with contracting.,smart contracts are therefore self-executing contracts with the terms of the contract between two or more contractual parties directly captured electronically using blockchain code.,0.81126368
Tierion.docx@XinFin.docx,"once a transaction is confirmed, it becomes part of an immutable ledger that is distributed across a global network of nodes.","the ledger makes it possible for the entire network to create, evolve and keep track of an immutable record of transactions.",0.811172903
Tierion.docx@XinFin.docx,"once a transaction is confirmed, it becomes part of an immutable ledger that is distributed across a global network of nodes.","the ledger makes it possible for the entire network to create, evolve and keep track of an immutable record of transactions.",0.811172903
elrond-whitepaper.docx@Zilliqa.docx,"available: 

e. kokoris-kogias, p. jovanovic, l. gasser, n. gailly, e. syta, and b. ford, “omniledger: a secure, scale-out, decentralized ledger via sharding,” tech.","e. kokoris-kogias, p. jovanovic, l. gasser, n. gailly, and b. ford, “omniledger: a secure, scale-out, decentralized ledger,” iacr cryptology eprint archive, vol.",0.811164856
SuperZero.docx@Cartesi.docx,more sophisticated encryption techniques have been applied to blockchain privacy protection with the development of technology zcash using zero-knowledge proof.,"meanwhile, zero-knowledge proofs have first appeared in blockchain technology with privacy coins, where shielded addresses protect the identities of parties involved in a transaction [ ; ].",0.81114161
Telcoin.docx@Lunyr.docx,"blockchain has the potential to revolutionize a number of traditional industries and as such, can be considered as a threat that needs to be regulated by governments around the world.","risk of unfavorable regulatory action in one or more jurisdictions
blockchain technologies have been the subject of scrutiny by various regulatory bodies around the world.",0.811119258
Bottos.docx@HTMLCOIN.docx,"marketing &public relations committee

the goal of the committee is to serve the community and be responsible for promoting the bottos technology, products, open source projects, etc.","marketingand public relations committee.the marketing and public relations committee shall serve the global htmlcoin community and promote technology, products, and open source projects.",0.811101913
QuarkChain.docx@Centrality.docx,"ethereum developed	""smart contract"" which made blockchain allow not only the cash-like tokens but also financial instruments, like loans or bonds.","ethereum’s ability to deploy turingcomplete trustless smart contracts enables complex issuance rules for cryptocurrencies, digital financial contracts, and automated incentive structures.",0.811086059
Envion.docx@Hifi_Finance.docx,this white paper does not constitute an offer to sell or a solicitation of an offer to buy a security in any jurisdiction in which it is unlawful to make such an offer or solicitation.,"this document does not constitute an offer to sell, an invitation to induce an offer, or a solicitation of an offer to acquire securities.",0.810966134
Nebulas.docx@Centrality.docx,"important information for potential contributors
this white paper does not constitute a prospectus or offering document and does not and is not intended to constitute an offer to sell, nor the solicitation of any offer to buy, an investment, a security or a commodity, or an option on or any other right to acquire any such investment, security or commodity.","not a retail securities offer
without limiting the generality of the preceding paragraph, this white paper (including the information contained in it and any information accompanying it) is not, and is under no circumstances to be construed as an offer to sell or issue, or a solicitation of an offer to purchase or subscribe for, any securities to any retail investor in any jurisdiction.",0.81095767
QuarkChain.docx@BitbookGambling.docx,"the actual results could differ materially from those anticipated in such forwardjlooking statements as a result of certain factors, including the risks faced by us described below.",such statements or information involve known and unknown risks and uncertainties which may cause actual events or results to diﬀer materially from the estimates or the results implied or expressed in such forward-looking statements.,0.810932338
ALQO.docx@ColossusXT.docx,"for example, if 35% of the available supply of coins is locked within masternodes, the total masternode population will receive 65% of the total block rewards and 35% will go to stakers.","to be precise, as soon as more than 41.5% of the total colx coin supply is locked in masternodes, more than 50% of the block reward will be distributed to regular staking nodes.",0.810893059
0x.docx@B2BX.docx,"appendix
erc20 token
establishes a standard contract abi for tokens on the ethereum blockchain and has become the de facto representation for all types of digital assets.","(i b2bx smart contract and tokens
the smart contract and tokens will be released on blockchain ethereum according to the erc20 standard .",0.81088984
Sport_and_Leisure.docx@BABB.docx,"technical realization
blockchain technology is used to record all trading information and user information on the open all snl token platform in a native decentralized ledger.","technology

blockchain
the blockchain is a secure transaction ledger database that is shared by all entities participating in an established, distributed network of computers.",0.810799718
IoTeX.docx@Zcash.docx,"in: advances in cryptology — eurocrypt ’93: workshop on the theory and application of cryptographic techniques lofthus, norway, may 23–27, 1993 proceedings.","in proceedings of the 24th annual international conference on theory and applications of cryptographic techniques, eurocrypt ’05, pages 302–321, 2005.",0.810712159
Substratum.docx@ALQO.docx,"once the transaction is confirmed as legitimate, the record of the transaction is added as a new block to the blockchain.","upon solving the aforementioned, a new block is found on the blockchain and with it newly pending transactions are confirmed and cleared through.",0.810694933
THEKEY.docx@PowerLedger.docx,#NAME?,"what is blockchain technology

blockchain is a software innovation for establishing digital trust between users facilitating transactions of value, over a network.",0.8106848
Covesting.docx@Levolution.docx,a purchase of tokens comprises considerable risk and might involve extraordinary risks that may lead to a loss of all or a significant portion of monies or monetary value utilised to acquire tokens.,"if any of the following risks actually occurs, the platform, tokens and purchaser’s tokens may be materially and adversely affected, including the purchaser’s tokens being rendered worthless or unusable.",0.810649037
Bankex.docx@Burst.docx,"smart-contract a set of pre-programmed tasks that the program automatically carries out upon certain conditions being fulﬁlled, then forms a deal.","a smart contract is a procedural way, usually done by a computer program, to facilitate, verify, or enforce the negotiation




or performance of a contract.",0.810628414
Entercoin.docx@Celer.docx,"in an era of increased globalisation, technological acceleration and a global trend towards social responsibility, there is an opportunity to use blockchain technology to provide a secure and highly accessible solution.","essentially a revolutionary abstraction of trust among distrustful parties that results in an incentive-aligned distributed consensus, blockchain technology offers the foundation to dismantle segregated financial silos and dramatically expand the scope and freedom of global value flows.",0.810623169
Envion.docx@Bodhi.docx,"such forward-looking statements or information concern known and unknown risks and uncertainties, which may cause actual events or results to differ materially from the estimates or the results implied or expressed in such forward-looking statements.","you are cautioned not to place undue reliance on these forward looking statements given that these statements involve known and unknown risks, uncertainties and other factors that may cause the actual future results to be materially different from that described by such forward looking statements.",0.810594678
Sport_and_Leisure.docx@AllSports.docx,"supporters and fans can trade ip tokens on the trading platform with snl, to bring the price of ip assets in line with the market.","supporters and fans

-­‐ buy and sell ip tokens on asset trading platforms through soc held, and potentially share in the value of the underlying ip.",0.810594082
UNUS_SED_LEO.docx@Carry.docx,no person is authorized to provide any information or to make any representation not contained in this white paper or in the token purchase agreement.,"no person is bound to enter into any contract or binding legal commitment in relation to the sale and purchase of carry tokens (""cre"") and no payment is to be accepted on the basis of this whitepaper.",0.81055665
UNUS_SED_LEO.docx@CertifiedDiamondNetwork.docx,nothing in this white paper shall be deemed to constitute a prospectus of any sort or a solicitation for investment.,"nothing in this whitepaper shall be deemed to constitute a prospectus of any sort or solicitation for investment, nor does it in any way pertain to an o° ering or a solicitation of an o° er to buy any securities in any jurisdiction.",0.810549617
Zcash.docx@NAGA.docx,"to incentivize block creation, miners receive a protocol-specified reward (currently 25 btc) for adding a new block and, moreover, receive per-transaction fees (whose value is specified by the transaction’s creator).","miners collectively process transactions and are rewarded for verifying a block with both new coins (block rewards, currently set at 12.5 bitcoins per block) and the smaller fees incurred with each transfer.",0.810542464
Entercoin.docx@INS.docx,"smart contracts
smart contracts enable the exchange of items of value in a transparent way while avoiding the services of a third-party.",smart contracts are self-executing contracts with the terms of the agreement between buyer and seller being directly written into lines of code.,0.810497522
Crypterium.docx@INS.docx,"such forward-looking statements or information involve knownandunknownrisksanduncertainties,whichmaycauseactualeventsorresultstodiffer materially from the estimates or the results implied or expressed in such forward-looking statements.",such forward-looking statements or information involve known and unknown risks and uncertainties which may cause actual events or results to differ materially from the estimates or the results implied or expressed in such forward-looking statements or information.,0.810496032
QunQun.docx@Bodhi.docx,"all statements contained in this whitepaper, statements made in press releases or in any place accessible by the public and oral statements that may be made by the foundation and/or the qunqun team may constitute forward-looking statements (including statements regarding intent, belief or current expectations with respect to market conditions, business strategy and plans, ﬁnancial condition, speciﬁc provisions and risk management practices).","all statements contained in this whitepaper, statements made in press releases or in any place accessible by the public and oral statements that may be made by the foundation and/or the bodhi team may constitute forward looking statements (including statements regarding intent, belief or current expectations with respect to market conditions, business strategy and plans, financial condition, specific provisions and risk management practices).",0.810382128
Zebi.docx@WePower.docx,"this whitepaper (“whitepaper”) does not constitute a prospectus or offer document and is not intended to constitute an offer of securities or a solicitation for investment in securities in any jurisdiction, and will not be registered under the us securities act of 1933 (the “us securities act”), the securities and futures act (cap.","this whitepaper, information provided on wepower web page and any fundraiser’s terms and conditions published by wepower do not constitute a prospectus or offer document of any sort and is not intended to constitute an offer of securities or a solicitation for investment in securities in any jurisdiction.",0.810356617
Streamr.docx@NAGA.docx,this mechanism is implemented as a smart contract which leverages the power of the ethereum network (see section 2.4.5 below).,"smart contracts

developed by the ethereum foundation, a swiss non-profit organisation, ethereum upends the traditional approach to offering services on the internet.",0.810338497
Nebulas.docx@Nxt.docx,"in contrast to visa's peak of 24,000 transactions per second, the bitcoin network's theoretical maximum capacity with the 1mb block size limit sits between 3.3 to 7 transactions per second.","the current bitcoin standard block size of one megabyte, generated every ten minutes (on average) by “full node” clients, limits the maximum capacity of the current bitcoin network to a about 7 tps.",0.810333967
QunQun.docx@Bodhi.docx,"the agreement between the foundation (or its afﬁliate) and you, in relation to any sale and purchase of qun is to be governed by only the separate terms and conditions of such agreement.","the agreement between the foundation (or its affiliate) and you, in relation to any sale and purchase of bot is to be governed by only the separate terms and conditions of such agreement.",0.810252964
Primas.docx@ChainGames.docx,"this document does not constitute and shall not be construed as a transaction offer or an invitation to transact any form of securities, neither is it a contract or promise in any form.","this document is not intended to be a prospectus, solicitation, inducement or offering for investment or the sale or issuance of securities or any interests or assets.",0.810184598
Covesting.docx@DavinciCoin.docx,if you are not prepared to accept any or all of these terms or the risks set out in these terms then you are urged not to participate in the token sale.,"if you are not familiar with the vision of this project and the risks associated with cryptocurrency, we do not recommend to participate in token pre-sales.",0.809951425
Sweetbridge.docx@OriginTrail.docx,"







 



a blockchain-based protocol stack for global commerce and supply chains


























whitepaper

authors:
j. scott nelson david henderson glenn jones micha roon michael zargham aleksandr bulkin jake brukhman kenny rowe

reviewers:
alex felix
christian crowley





























a supply chain is everything that produces, moves, stores, and reports on a product or service in commerce.","


white paper

first purpose built protocol for supply chains based on blockchain
authors


branimir rakic msc, tomaz levak, ziga drev, sava savic phd(c)., aleksandar veljkovic phd (c).",0.809941053
Waltonchain.docx@Burst.docx,"smart contract

in the system architecture of the waltonchain blockchain, the smart contract based on its programmable features is responsible for building the underlying logic platform and supporting the operation of the upper architecture layers, namely the core layer, the middle layer and the application layer.","smart contracts
a blockchain can be seen as a distributed database that is ensuring consistency and validity by verification work done by a majority of participating nodes in this blockchains network.",0.80991739
Dragonchain.docx@Centrality.docx,a so far generally unrecognized risk in the use of blockchain technology is that associated with the public exposure of smart contract logic as necessary on most blockchain platforms.,technology and coding risk: blockchain and smart contract technology is still in an early development stage and its application of experimental nature which carries significant operational and technological risks.,0.809776902
Crypterium.docx@NAGA.docx,"in light of the significant uncertainties inherent in the forward-looking statements contained herein, the inclusion of such information may not be interpreted as a warranty on the part of crypterium or any other entity that the objectives and plans of the crypterium project will be successfully achieved.","in light of the significant uncertainties inherent in the forward-looking statements contained herein, the inclusion of such information may not be interpreted as a warranty on the part of naga or any other entity that the objectives and plans of the naga project will be successfully achieved.",0.809775889
StakeNet.docx@PACcoin.docx,"cryptocurrency: a digital currency in which encryption techniques are used to regulate the generation of units of currency and verify the transfer of funds, operating independently of a central bank.",cryptocurrency at its core aims to be a decentralized peer-to-peer digital cash system ran on a platform with the absence of a central authority.,0.809688866
Vidy.docx@SmartMesh.docx,"key features of the raiden network
the raidennetwork has been successfullyreleasedto theethereum testnet as of september 2017 and hopes to deliver imtransfersper second(tps)via ''state channels,"" thereby eliminating the current scalability issues in most blockchain applications.47 48 per the raiden website: ''the basic idea is to switch from a model where all transactions hit the shared ledger on the blockchain (which is thebottleneck)to amodel whereusers can privately exchange messages which sign the transfer of value''.49 the raiden network offers the following benefits which are complementary to the core business logic of the vidy ecosystem:

the network scales linearly with the number of participants.","the raiden network is a state channel technology based on ethereum, which increases the processing power of the ethereum the basic idea, is that users can have transaction with signed messages off-chain, rather than to have all transactions to be processed
on-chain.",0.809667706
WePower.docx@Datum.docx,"the whitepaper, information provided on wepower web page and any fundraiser’s terms and conditions published by wepower any part thereof and any copy thereof must not be taken or transmitted to any country where distribution or dissemination of these documents/information is prohibited or restricted.","this whitepaper, any part thereof and any copy thereof must not be taken or transmitted to any country where distribution or dissemination of token sale or initial coin offering like the one described in this whitepaper is prohibited or restricted.",0.809603453
PolkaDotPaper.docx@InternetNodeToken.docx,large portions of this paper will likely be revised as experimental evidence and prototyping gives us information about what will work and what not.,"through experimental evidence, prototypes and data, as well as responses to community suggestions and comments, the content of this paper will be revised gradually in the future.",0.809565067
QuarkChain.docx@Bodhi.docx,"all statements contained in this whitepaper, statements made in press releases or in any place accessible by the public and oral statements that may be made by the foundation, the distributor and/or the quarkchain team may constitute forward­ looking statements (including statements regarding intent, belief or current expectations with respect tomarketconditions, businessstrategyand plans, financial condition, specific provisions and risk management pract i ces ).","all statements contained in this whitepaper, statements made in press releases or in any place accessible by the public and oral statements that may be made by the foundation and/or the bodhi team may constitute forward looking statements (including statements regarding intent, belief or current expectations with respect to market conditions, business strategy and plans, financial condition, specific provisions and risk management practices).",0.809562922
Aion.docx@CyberVein.docx,"these ﬁrst-generation blockchains provided a solution to conventional transaction limitations by implementing cryptographically-secure, peerto-peer, digital transactions that are veriﬁed by a decentralized global network and recorded into an immutable public ledger.","blockchains were originally introduced to secure a single and fairly simple data stream, namely the sequence of monetary transactions in a peer-to-peer (p2p) cash system.",0.809451699
Zebi.docx@WePower.docx,you should be aware that you may be required to bear the financial risk of any purchase of zco tokens for an indefinite period of time.,you should be aware that you may be required to bear the financial risk of any obtained wepower tokens for an indefinite period of time.,0.809436202
Unibright.docx@HexxCoin.docx,the experience of arising technologies in the past and the conviction that blockchain technology will find its way into the it mainstream leads us to our unibright mission.,"if we are to apply this to the blockchain technology, we will realize that it ultimately derives its power from its ability to fit perfectly in the zeitgeist of the moment: the greater movement to employ technology towards freedom and decentralization.",0.809429109
Primas.docx@ULTRAIN.docx,"technology committee:

the technology committee, consisting of core developers, is responsible for the development and review of bottom layer technology as well as the development and review of product.","technical committee

the technical committee is responsible for the overall research and development of the foundation as well as the design and development of basic technologies and related intellectual property.",0.809420407
TimeNewBank.docx@InternetNodeToken.docx,"in terms of usage of the funding, the foundation will introduce third party audit firms to conduct formal financial auditing and regularly publish audit results, in order to ensure openness and transparency of where and how the funding is deployed.","int foundation will engage third-party auditing to supervise financial operation of the project, audit capital and prepare auditor’s reports which will be announced in annual information disclosure.",0.809350491
StakeNet.docx@LIFE.docx,"the distribution or dissemination of this white paper or any part thereof may be prohibited or restricted by the laws, regulatory requirements and rules of any jurisdiction.","restricted areas
this white paper, or any part thereof, as well as any copies, must not be taken or transmitted to any country where distribution or dissemination of this white paper is prohibited or restricted.",0.809309006
Telcoin.docx@Tokenomy.docx,an erc20 token is a cryptographic asset issued on the ethereum blockchain that implements basic features in order to be compatible with existing software such as wallets and exchanges.,"the ten tokens are proprietary erc20 token standard cryptographic tokens developed and issued by the issuer to function as the native utility token used in the tokenomy platform network as the means of value exchange, to power the tokenomy platform and incentivise the keeper nodes of the tokenomy platform network.",0.809246182
Bancor.docx@ColossusXT.docx,"bitcoin was the first decentralized digital currency, followed by a wave of new cryptocurrencies that have been issued since, and recently we’ve seen the rise of a new asset class of “tokens” that are typically issued in crowdsales (“icos”) through smart contracts.","arguably, this movement has finally led to the development of the first cryptocurrency, bitcoin – the first truly decentralized currency that promised independence from central and other banks, especially in a time when trust in the banking system was even more eroded than usual.",0.809194446
Qtum.docx@Holo.docx,"this is the point where the blockchain needs to make a decision as to which block it should accept, or reject.","for blockchain specifically, this is the heart of the matter: choosing which block, from all the nodes receiving transactions in different orders, to use for the “consensus,” i.e., what single vantage point to enforce on all nodes.",0.80918324
Centrality.docx@LINA.docx,"the design will (1) reduce latency and congestion, (2) avoid network fees when creating transactions, and (3) avoid stress on the public network due to large transaction volumes.","this hybrid approach will help avoid network fees in transactions between users, avoid stress on the public network due to the large volume of transactions and improve the user experience in terms of responsiveness and latency.",0.809077621
QuarkChain.docx@Cook-Whitepaper-3.docx,"the distribution or dissemination of this whitepaper or any part thereof may be prohibited or restricted by thelaws, regulatory requirements and rules of any jurisdiction.","restricted transmission

this whitepaper must not be taken or transmitted to any jurisdiction where distribution or dissemination of this whitepaper is prohibited or restricted.",0.809069633
SwissBorg.docx@Blackmoon.docx,"the aim with smart contracts is to provide superiority to traditional contract law, offer more transparency and reduce other transaction costs associated with contracting.","application of these smart contracts leads to increasing decentralization and democratization of contractual relationships, effectively leaving no place for interpretation of the ﬁne print in the agreements and introducing dramatic cost advantages.",0.809054494
UNUS_SED_LEO.docx@Centrality.docx,no person is authorized to provide any information or to make any representation not contained in this white paper or in the token purchase agreement.,"limited in writing, no person is authorised to give any information or to make any representation relating to the cennz tokens outside of this white paper and the subscription agreement.",0.809006691
Lunyr.docx@Levolution.docx,"risk of lun mining attacks

as with other decentralized cryptographic tokens and cryptocurrencies, the blockchain used for the lunyr application is susceptible to mining attacks, including double­spend attacks, majority mining power attacks, “selfish­mining” attacks, and race condition attacks.","risk of mining attacks

as with other decentralized cryptocurrencies, ethereum blockchain, which is used for tokens, is susceptible to mining attacks, including but not limited to double-spend attacks, majority mining power attacks, “selfish-mining” attacks and race condition attacks.",0.808998466
NULS.docx@Peerplays.docx,the creation of blockchain technology has catapulted innovation even further and acted as a catalyst for creative thinkers to get involved in the space.,"this has recently sparked a worldwide movement to promote and explore blockchain technologies as a potential catalyst for new social, political, cooperative, and for-profit business models.",0.808986664
QunQun.docx@QuarkChain.docx,"competitors

it is possible that alternative networks could be established that utilise the same or similar code and protocol underlying qun and/or the qunqun platform and attempt to re-create similar facilities.",it is possible that alternative networks could be established that utilise the same or similar code and protocol underlying qkc and/or the quarkchain network and attempt to rejcreate similar facilities.,0.808914185
NPCoin.docx@PLATINCOIN.docx,"the block chain


the blockchain is the digital ledger in which transactions made in cryptocurrency are recorded chronologically and publicly, and can be processed by decentralised computers.","16

blockchain




blockchain is an open, distributed ledger that can record transactions between two parties efficiently and in a verifiable and permanent way.",0.80886519
RealTract.docx@Credits.docx,"smart contract 1.0

smart contract basically refers to the self-executing computer program or protocol to digitally facilitate, verify, and enforce the performance of a contract automatically as per the rules defined in the contract without third parties under specified conditions.",a smart contract method is the program code responsible for calculating the result of the work of a smart contract terms and recording it in the ledger.,0.808806062
Envion.docx@Refereum.docx,this white paper does not constitute an offer to sell or a solicitation of an offer to buy a security in any jurisdiction in which it is unlawful to make such an offer or solicitation.,"as such, this white paper does not constitute an offer to sell, or asolicitation of
an offer to buy, rfr tokens in any jurisdiction in which it is unlawful to make such an offer or solicitation and is for informational purposes only.",0.80878824
StakeNet.docx@BTUProtocol.docx,this white paper does not constitute a prospectus or oﬀer document of any sort and is not intended to constitute an oﬀer of securities or a solicitation for investment in securities in any jurisdiction.,"the white paper including the t&c does not constitute or form part of, and should not be construed as, an offer for a sale or subscription, or an invitation to buy or subscribe securities or financial instruments.",0.808770776
Crypterium.docx@EXMR_FDN.docx,"such forward-looking statements or information involve knownandunknownrisksanduncertainties,whichmaycauseactualeventsorresultstodiffer materially from the estimates or the results implied or expressed in such forward-looking statements.",such statements or information are related to known and unknown risks and uncertainties that could cause actual results or events to differ materially from the estimates or results expressed in such implied or prospective statements.,0.808757842
PRIZM.docx@Nxt.docx,"this format was implemented in response to concerns that an incorrect account address could result in coinsj aliases, or assets being irreversibly transferred to erroneous target accoun ts.","this format was implemented in response to concerns that

14for more information:




a mistyped account address could result in tokens, aliases, or assets being irreversibly transferred to erroneous destination accounts.",0.808745503
LINA.docx@Kin.docx,"it will be erc-20 token based on ethereum, a blockchain-based decentralized platform for applications that run as programmed without any chance of fraud, censorship or third-party interference to facilitate online contractual agreements in a cryptographically secure manner.","the erc20 token interface allows for the deployment of a standard token that is compatible with the existing infrastructure of the ethereum ecosystem, such as development tools, wallets, and exchanges.",0.808739781
Nebulas.docx@Skycoin.docx,"important information for potential contributors
this white paper does not constitute a prospectus or offering document and does not and is not intended to constitute an offer to sell, nor the solicitation of any offer to buy, an investment, a security or a commodity, or an option on or any other right to acquire any such investment, security or commodity.","please note that this white paper does not constitute an offer to sell, or the solicitation of an offer to buy, for any person for whom it may be unlawful to participate in a token sale.",0.808650494
UNetwork.docx@DMarket.docx,we expect it to be able to confirm a transactions as fast as 6 seconds and could concurrently process up to 3000 transactions per second.,"it can process up to 3,000 transactions per second, which will enable the platform to ensure a proper transaction processing speed.",0.808641553
PayPie.docx@RealTract.docx,"a smart contract will include multiple actors such as lenders, borrowers, banks, buyers, sellers and can trigger payment events based on when a product or service is delivered and ensure they are carried out automatically.","a smart contract is a special protocol intended to contribute, verify or implement the negotiation or performance of the contract.",0.80858916
Entercoin.docx@B2BX.docx,"in an era of increased globalisation, technological acceleration and a global trend towards social responsibility, there is an opportunity to use blockchain technology to provide a secure and highly accessible solution.","the blockchain is an ideal solution for micropayments, banking transactions, currency purchases and other services where there are risks of possible fraud or data security.",0.808504701
Alphacat.docx@Carry.docx,"this whitepaper does not constitute any sale or purchase, any offer for sale or purchase, any form of securities, or any form of contract or commitment.","accordingly, this whitepaper therefore, does not, and is not intended to, constitute a prospectus, profile statement, or offer document of any sort, and should not be construed as an offer of securities of any form, units in a business trust, units in a collective investment scheme or any other form of investment, or a solicitation for any form of investment in any jurisdiction.",0.808394551
Waltonchain.docx@XinFin.docx,"the blockchain is a decentralized transaction record & storage technology based on cryptographic principles; with a distributed point-to-point network, it can achieve the permanent storage of orderly transaction record which is undeletable, tamper-resistant, open and traceable, so it is recognized as the best choice to meet the above challenges.","understanding the blockchain
at a fundamental level the blockchain is a data structure that cryptographically links blocks of transactions or any potential transfers of value.",0.808368266
